id,slug,display_name,category,subcategory,priority,status,entity_type,fsm_states,required_kyc_tier,requires_frsc,requires_cac,requires_it,requires_community,requires_social,package_name,milestone_target,notes
vtx_motivational_speaker,motivational-speaker,Motivational Speaker / Training Firm,creator,personal-development,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,1,1,packages/verticals-motivational-speaker,M10,Booking; course catalog; speaking engagements
vtx_startup,startup,Startup / Early-Stage Company,professional,technology,3,planned,organization,"[""seeded"",""claimed"",""cac_verified"",""active""]",1,0,1,0,1,1,packages/verticals-startup,M9,Team directory; investor deck; product updates
vtx_mining_operator,artisanal-mining,Artisanal Mining Operator,commerce,extractives,3,planned,organization,"[""seeded"",""claimed"",""mines_verified"",""active""]",3,0,1,0,0,0,packages/verticals-artisanal-mining,M11,Mining license; production tracking; buyer connections
vtx_oil_gas_service,oil-gas-services,Oil & Gas Service Provider,commerce,energy,3,planned,organization,"[""seeded"",""claimed"",""dpr_verified"",""active""]",3,0,1,0,0,0,packages/verticals-oil-gas-services,M11,DPR license; contract management; crew scheduling
vtx_borehole_driller,borehole-driller,Borehole Drilling Company,commerce,utilities,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-borehole-driller,M11,Project proposals; drilling logs; maintenance contracts
vtx_paints_distributor,paints-distributor,Paints & Coatings Distributor,commerce,hardware,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-paints-distributor,M11,Color catalog; contractor pricing; area coverage
vtx_vegetable_garden,vegetable-garden,Vegetable Garden / Horticulture,agricultural,urban-farming,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,1,packages/verticals-vegetable-garden,M11,Seasonal produce; direct-to-consumer; subscription boxes
vtx_shoemaker,shoemaker,Shoe Cobbler / Shoe Maker,commerce,fashion,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-shoemaker,M10,Order management; custom designs; repair tracking
vtx_palm_oil,palm-oil-trader,Palm Oil Producer / Trader,agricultural,commodities,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-palm-oil,M11,Production tracking; buyer marketplace; pricing
vtx_cocoa_export,cocoa-exporter,Cocoa / Export Commodities Trader,agricultural,export,3,planned,organization,"[""seeded"",""claimed"",""cac_verified"",""active""]",3,0,1,0,0,0,packages/verticals-cocoa-exporter,M11,Export documentation; quality grading; buyer connections
vtx_polling_unit_rep,polling-unit-rep,Polling Unit Representative,politics,electoral,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-polling-unit,M8b,Voter mobilization; ward-level organizing
vtx_constituency_office,constituency-office,Constituency Development Office,politics,elected-office,3,planned,place,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-constituency-office,M8b,Projects tracking; constituent services; office contacts — DIFFERENTIATE: constituency office as place/service entity; use house-of-reps-member-official-site or house-of-assembly-member-official-site for the individual MP/HASM personal site
vtx_market_association,market-association,Market Leaders / Traders Association,civic,trade,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,1,0,packages/verticals-market-association,M9,Levy collection; market rules; vendor mediation
vtx_cargo_truck,cargo-truck,Cargo Truck Owner / Fleet Operator,transport,freight,3,planned,individual,"[""seeded"",""claimed"",""frsc_verified"",""active""]",1,1,0,0,0,0,packages/verticals-cargo-truck,M9,Load board; route management; earnings tracking
vtx_motorcycle_shop,motorcycle-accessories,Motorcycle Accessories Shop,commerce,automotive,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-motorcycle-accessories,M10,Parts catalog; bike servicing; rider community
vtx_food_processing,food-processing,Food Processing Factory,agricultural,processing,3,planned,organization,"[""seeded"",""claimed"",""nafdac_verified"",""active""]",2,0,1,0,0,0,packages/verticals-food-processing,M11,Production scheduling; NAFDAC compliance; distribution
vtx_pr_firm,pr-firm,Public Relations Firm,professional,communications,3,planned,organization,"[""seeded"",""claimed"",""cac_verified"",""active""]",2,0,1,0,0,0,packages/verticals-pr-firm,M11,Client management; media coverage; campaign reporting
vtx_internet_cafe,internet-cafe,Internet Café / Business Centre,commerce,digital-services,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-internet-cafe,M10,Workstation booking; printing services; hourly billing
vtx_plumbing_supplies,plumbing-supplies,Plumbing Supplies Dealer,commerce,hardware,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-plumbing-supplies,M11,Product catalog; contractor accounts; bulk pricing
vtx_ministry_mission,ministry-mission,Ministry / Apostolic Mission / Outreach,civic,religious,3,planned,organization,"[""seeded"",""claimed"",""it_verified"",""active""]",1,0,0,1,1,1,packages/verticals-ministry-mission,M8d,Outreach programs; donation management; community
vtx_laundry_service,laundry-service,Laundromat / Laundry Service,commerce,cleaning-services,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-laundry-service,M10,Order management; pickup/delivery; pricing by weight
vtx_gym_fitness,gym-fitness,Gym / Fitness Centre,commerce,health-wellness,3,deprecated,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,1,0,packages/verticals-gym-fitness,M10,Membership plans; class schedules; trainer directory
vtx_hair_salon,hair-salon,Hair Salon / Barbing Salon,commerce,beauty,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,1,packages/verticals-hair-salon,M10,Appointment booking; stylist portfolio; loyalty rewards
vtx_printing_press,printing-press,Printing Press / Design Studio,commerce,media-services,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-printing-press,M10,Order management; design uploads; bulk pricing
vtx_cleaning_company,cleaning-company,Cleaning & Facility Management Company,commerce,cleaning-services,3,planned,organization,"[""seeded"",""claimed"",""cac_verified"",""active""]",1,0,1,0,0,0,packages/verticals-cleaning-company,M11,Contract management; crew scheduling; client invoicing
vtx_events_centre,events-centre,Events Centre / Hall Rental,place,hospitality,3,planned,place,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-events-centre,M10,Booking calendar; capacity management; vendor directory
vtx_nursery_school,nursery-school,Nursery / Crèche / Early Childhood Centre,education,early-childhood,3,planned,organization,"[""seeded"",""claimed"",""subeb_verified"",""active""]",2,0,1,0,1,0,packages/verticals-nursery-school,M9,Enrollment management; daily reports; fee collection
vtx_petrol_station,petrol-station,Petrol Station / Filling Station,commerce,energy,3,deprecated,place,"[""seeded"",""claimed"",""dpr_verified"",""active""]",2,0,1,0,0,0,packages/verticals-petrol-station,M11,Pump management; inventory; DPR compliance
vtx_generator_dealer,generator-dealer,Generator Sales & Service Centre,commerce,electrical,3,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-generator-dealer,M11,Product catalog; service records; warranty tracking
vtx_water_vendor,water-vendor,Water Tanker / Sachet Water Producer,commerce,utilities,3,planned,organization,"[""seeded"",""claimed"",""nafdac_verified"",""active""]",1,0,0,0,0,0,packages/verticals-water-vendor,M11,Delivery scheduling; route management; NAFDAC compliance
vtx_tailoring,tailoring-fashion,Tailor / Fashion Designer Atelier,commerce,fashion,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,1,packages/verticals-tailoring-fashion,M10,Measurement profiles; order tracking; collection showcase
vtx_phone_repair,phone-repair-shop,Phone Repair & Accessories Shop,commerce,electronics,3,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-phone-repair-shop,M10,Repair job tracking; parts inventory; warranty records
vtx_pharmacy_chain,pharmacy-chain,Pharmacy Chain / Drugstore,health,pharmaceutical,2,planned,organization,"[""seeded"",""claimed"",""pcn_verified"",""active""]",2,0,1,0,0,0,packages/verticals-pharmacy-chain,M9,Drug inventory; PCN compliance; prescription records
vtx_restaurant_chain,restaurant-chain,Restaurant / Food Chain Outlet,commerce,food-beverage,2,planned,organization,"[""seeded"",""claimed"",""nafdac_verified"",""active""]",1,0,1,0,0,1,packages/verticals-restaurant-chain,M9,Menu management; table reservations; delivery integration
vtx_law_firm,law-firm,Law Firm / Legal Practice,professional,legal,2,planned,organization,"[""seeded"",""claimed"",""nba_verified"",""active""]",2,0,1,0,0,0,packages/verticals-law-firm,M9,Client matter management; billing; court calendar
vtx_accounting_firm,accounting-firm,Accounting Firm / Audit Practice,professional,financial-services,2,planned,organization,"[""seeded"",""claimed"",""ican_verified"",""active""]",2,0,1,0,0,0,packages/verticals-accounting-firm,M9,Client engagements; tax filing calendar; ICAN compliance
vtx_ward_rep,ward-rep,Ward Representative,politics,local-government,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",2,0,0,0,1,1,packages/verticals-ward-rep,M8b,Ward-level political representative; inherits from politician pattern — DIFFERENTIATE: generic ward service delivery rep; ward-councillor-official-site is the SIEC-elected legislative councillor (NF-POL-ELC); use ward-rep for appointed/service delivery ward reps without electoral mandate
vtx_nurtw_specialized,nurtw,NURTW (Road Transport Workers Union),transport,union,2,deprecated,organization,"[""seeded"",""claimed"",""registered"",""active""]",2,1,1,0,0,0,packages/verticals-nurtw,M8c,NURTW local chapter; overlaps road-transport-union as specialized variant
vtx_bank_branch,bank-branch,Bank Branch / ATM Location,financial,banking,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-bank-branch,M9,Branch locator; hours; ATM availability; CBN parent institution link
vtx_hospital_secondary_care,hospital-secondary-care,Hospital / Secondary Care,health,secondary-care,2,planned,organization,"[""seeded"",""claimed"",""active""]",3,0,1,0,0,0,packages/verticals-hospital,M9,Secondary care hospital; ward management; specialist referrals
vtx_diagnostic_lab,diagnostic-lab,Diagnostic Laboratory,health,diagnostics,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-diagnostic-lab,M9,Medical lab services; result turnaround; home sample collection
vtx_physiotherapy,physiotherapy,Physiotherapy Clinic,health,allied-health,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-physiotherapy,M9,Physio sessions; rehab programs; home visit booking
vtx_mental_health,mental-health,Mental Health / Counselling Centre,health,mental-health,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-mental-health,M9,Counselling; teletherapy; psychologist profiles
vtx_maternity_clinic,maternity-clinic,Maternity Clinic / Birthing Centre,health,maternity,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-maternity-clinic,M9,Antenatal care; delivery packages; postnatal follow-up
vtx_university,university,University / Higher Education,education,tertiary,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-university,M9,Faculty listings; course catalogue; JAMB/WAEC cut-offs
vtx_exam_prep_centre,exam-prep-centre,Exam Prep Centre,education,exam-prep,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-exam-prep-centre,M9,WAEC/JAMB/IELTS prep; past questions; mock schedules
vtx_elearning_platform,elearning-platform,E-Learning Platform,education,online-learning,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,1,0,0,packages/verticals-elearning-platform,M9,Online courses; cohort management; certificate issuance
vtx_tutorial_centre,tutorial-centre,Tutorial / Lesson Centre,education,supplementary,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-tutorial-centre,M9,Group lessons; timetable; subject-teacher profiles
vtx_tech_academy,tech-academy,Tech Academy / Coding Bootcamp,education,tech-training,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,1,0,0,packages/verticals-tech-academy,M9,Cohort-based coding courses; alumni network; job placement
vtx_microfinance_bank,microfinance-bank,Microfinance Bank,financial,microfinance,2,planned,organization,"[""seeded"",""claimed"",""cbn_licensed"",""active""]",3,0,1,0,0,0,packages/verticals-microfinance-bank,M9,CBN-licensed MFB; loan products; savings accounts
vtx_insurance_company,insurance-company,Insurance Company / Underwriter,financial,insurance,2,planned,organization,"[""seeded"",""claimed"",""naicom_licensed"",""active""]",3,0,1,0,0,0,packages/verticals-insurance-company,M9,NAICOM-licensed insurer; policy types; claims portal
vtx_credit_union,credit-union,Credit Union / SACCO,financial,cooperative,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,1,0,packages/verticals-credit-union,M9,Member savings and credit; cooperative share management
vtx_pension_fund,pension-fund,Pension Fund Administrator,financial,pensions,2,planned,organization,"[""seeded"",""claimed"",""pencom_licensed"",""active""]",3,0,1,0,0,0,packages/verticals-pension-fund,M9,PenCom-licensed PFA; RSA registration; contribution tracking
vtx_stockbroker,stockbroker,Stockbroker / Securities Dealer,financial,capital-markets,2,planned,organization,"[""seeded"",""claimed"",""sec_registered"",""active""]",3,0,1,0,0,0,packages/verticals-stockbroker,M9,SEC-registered dealer; NGX trading; portfolio statements
vtx_software_agency,software-agency,Software Development Agency,professional,technology,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-software-agency,M9,Custom software; project showcase; team profiles
vtx_architecture_firm,architecture-firm,Architecture Firm,professional,architecture,2,planned,organization,"[""seeded"",""claimed"",""arcon_registered"",""active""]",2,0,1,0,0,0,packages/verticals-architecture-firm,M9,ARCON-registered; project portfolio; 3D render gallery
vtx_recruitment_agency,recruitment-agency,Recruitment / HR Agency,professional,hr-services,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-recruitment-agency,M9,Job listings; CV submission; employer partnerships
vtx_management_consulting,management-consulting,Management Consulting Firm,professional,consulting,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-management-consulting,M9,Consulting practice areas; case studies; team bios
vtx_digital_marketing_agency,digital-marketing-agency,Digital Marketing Agency,professional,marketing,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-digital-marketing-agency,M9,Social media; SEO; paid ads; campaign portfolio
vtx_cac_registration_agent,cac-registration-agent,CAC Registration Agent,professional,regulatory-services,2,planned,individual,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-cac-registration-agent,M9,CAC business name / RC number filing; document checklist
vtx_cybersecurity_firm,cybersecurity-firm,Cybersecurity Firm,technology,cybersecurity,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-cybersecurity-firm,M9,Pen testing; SOC services; compliance consulting
vtx_data_analytics_firm,data-analytics-firm,Data Analytics Firm,technology,data-analytics,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-data-analytics-firm,M9,BI dashboards; data engineering; ML modelling services
vtx_bar_lounge,bar-lounge,Bar / Lounge,hospitality,nightlife,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-bar-lounge,M9,Drink menu; event nights; table reservation
vtx_resort,resort,Resort,hospitality,resort,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-resort,M9,Room types; leisure facilities; package bookings
vtx_vacation_rental,vacation-rental,Vacation Rental / Shortlet,hospitality,short-stay,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-vacation-rental,M9,Shortlet apartments; availability calendar; pricing tiers
vtx_food_court,food-court,Food Court / Canteen,hospitality,food-service,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-food-court,M9,Stall listings; daily menu; bulk order enquiry
vtx_coworking_space,coworking-space,Coworking Space,property,coworking,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-coworking-space,M9,Desk / office plans; amenities; virtual office
vtx_property_management,property-management,Property Management Company,property,management,2,planned,organization,"[""seeded"",""claimed"",""active""]",2,0,1,0,0,0,packages/verticals-property-management,M9,Portfolio listings; tenant enquiry; maintenance requests
vtx_student_hostel,student-hostel,Student Hostel,property,student-housing,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-student-hostel,M9,Room availability; hostel rules; payment plans
vtx_yoga_studio,yoga-studio,Yoga Studio,wellness,fitness,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-yoga-studio,M9,Class schedule; instructor profiles; membership plans
vtx_traditional_medicine,traditional-medicine,Traditional Medicine / Herbal Store,health,traditional-medicine,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-traditional-medicine,M9,Herbal products; NAFDAC compliance notes; consult booking
vtx_health_food_store,health-food-store,Health Food / Supplement Store,retail,health-food,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-health-food-store,M9,Supplement catalogue; nutrition advice; loyalty programme
vtx_electronics_store,electronics-store,Electronics Store,retail,electronics,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,1,0,0,0,packages/verticals-electronics-store,M9,Product catalogue; warranty info; repair service
vtx_jewellery_shop,jewellery-shop,Jewellery Shop,retail,jewellery,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-jewellery-shop,M9,Collection showcase; custom orders; bespoke pricing
vtx_baby_shop,baby-shop,Baby Shop,retail,baby-products,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-baby-shop,M9,Baby gear catalogue; new-arrival alerts; registry wishlist
vtx_cosmetics_shop,cosmetics-shop,Cosmetics / Beauty Retail,retail,cosmetics,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-cosmetics-shop,M9,Product range; skin-tone matching; NAFDAC compliance
vtx_thrift_store,thrift-store,Thrift Store,retail,second-hand,2,planned,organization,"[""seeded"",""claimed"",""active""]",1,0,0,0,0,0,packages/verticals-thrift-store,M9,Second-hand items; drop-off programme; pricing transparency
vtx_governor,governor,State Governor,politics,elected-office,1,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",3,0,0,0,0,0,packages/verticals-governor,M8c,Executive Governor — INEC gubernatorial election; NF-POL-ELC anchor; 36 states
vtx_senator,senator,Senator,politics,elected-office,1,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",3,0,0,0,0,0,packages/verticals-senator,M8c,Senatorial district — INEC election; 109 senators; NF-POL-ELC variant of governor; SB-prefix bills
vtx_house_of_reps_member,house-of-reps-member,House of Representatives Member,politics,elected-office,1,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",3,0,0,0,0,0,packages/verticals-house-of-reps-member,M8c,Federal constituency — INEC election; 360 Reps; NF-POL-ELC variant of governor; HB-prefix bills; CDF delivery
vtx_state_commissioner,state-commissioner,State Commissioner,politics,appointed-office,2,planned,individual,"[""seeded"",""claimed"",""appointed"",""in_office"",""post_office""]",2,0,0,0,0,0,packages/verticals-state-commissioner,M8d,Gubernatorial appointment — screened by state HOA; ~720 total; NF-POL-APT anchor; no campaign mode
vtx_federal_minister,federal-minister,Federal Minister,politics,appointed-office,2,planned,individual,"[""seeded"",""claimed"",""appointed"",""in_office"",""post_office""]",2,0,0,0,0,0,packages/verticals-federal-minister,M8d,Presidential appointment — Senate screening; FEC; NF-POL-APT variant of state-commissioner; Abuja base
vtx_lga_chairman,lga-chairman,LGA Chairman,politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",2,0,0,0,0,0,packages/verticals-lga-chairman,M8d,SIEC election — 774 LGAs; JAAC accountability; NF-POL-ELC variant of governor; evergreen SIEC calendar
vtx_house_of_assembly_member,house-of-assembly-member,House of Assembly Member,politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",2,0,0,0,0,0,packages/verticals-house-of-assembly-member,M8d,State constituency — INEC election; state HOA; NF-POL-ELC variant of governor; CDF delivery tracker
vtx_presidential_candidate,presidential-candidate,Presidential Candidate / President,politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",2,0,0,0,0,0,packages/verticals-presidential-candidate,M9,INEC Form CF001 — Electoral Act 2022 campaign finance gate; NF-POL-ELC standalone; highest revenue ceiling; post_office first
vtx_political_appointee,political-appointee,Political Appointee (General),politics,appointed-office,2,planned,individual,"[""seeded"",""claimed"",""appointed"",""in_office"",""post_office""]",2,0,0,0,0,0,packages/verticals-political-appointee,M9,SSA/SA/TA/board chair — gubernatorial or presidential; NF-POL-APT variant; high volume across 36 states
vtx_ward_councillor,ward-councillor,Ward Councillor,politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",1,0,0,0,0,0,packages/verticals-ward-councillor,M9,SIEC election — ~8809 ward councillors; legislative arm of LGA; NF-POL-ELC variant; DIFFERENTIATE from vtx_ward_rep
vtx_party_chapter_officer,party-chapter-officer,Party Chapter Officer (Ward/LGA),politics,party-structure,2,planned,individual,"[""seeded"",""claimed"",""active"",""post_office""]",1,0,0,0,0,0,packages/verticals-party-chapter-officer,M9,Party internal — ward or LGA chapter; NF-POL-PTY anchor; DIFFERENTIATE from vtx_political_party (individual vs org)
vtx_party_state_officer,party-state-officer,Party State Officer,politics,party-structure,2,planned,individual,"[""seeded"",""claimed"",""active"",""post_office""]",1,0,0,0,0,0,packages/verticals-party-state-officer,M9,Party state-level — SWC/SEC (party); NF-POL-PTY variant of party-chapter-officer; state media coverage
vtx_deputy_governor,deputy-governor,Deputy Governor,politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",3,0,0,0,0,0,packages/verticals-deputy-governor,M9,INEC joint ticket with governor — Section 191 CFRN succession; portfolio assignment; NF-POL-ELC variant
vtx_assembly_speaker,assembly-speaker,"Speaker / Deputy Speaker, State House of Assembly",politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""elected"",""in_office""]",2,0,0,0,0,0,packages/verticals-assembly-speaker,M10,State HOA presiding officer — elected by peers; 72 total (36 speakers + 36 deputy speakers); NF-POL-ELC standalone
vtx_lga_vice_chairman,lga-vice-chairman,LGA Vice Chairman,politics,elected-office,2,planned,individual,"[""seeded"",""claimed"",""candidate"",""elected"",""in_office"",""post_office""]",1,0,0,0,0,0,packages/verticals-lga-vice-chairman,M10,SIEC joint ticket with LGA chairman — succession protocol; portfolio assignment; NF-POL-ELC variant
vtx_supervisory_councillor,supervisory-councillor,Supervisory Councillor,politics,appointed-office,2,planned,individual,"[""seeded"",""claimed"",""appointed"",""in_office"",""post_office""]",1,0,0,0,0,0,packages/verticals-supervisory-councillor,M10,Appointed by LGA chairman — LGA functional area oversight; NF-POL-APT variant; simplest template
